config,kappa,com_ratio,mu,rank,freq,hip_phi,leg_amp,hip_amp,hip_off,survived,net_fwd_speed,n_samples,e_pos_J,e_abs_J,d_fwd_m,cot_pos,single_frac_t,double_frac_t,air_frac_t,roll_mean_deg,roll_rms_deg,pitch_mean_deg,pitch_rms_deg,yaw_mean_deg,yaw_rms_deg,com_x_rms_mm,com_y_rms_mm,com_z_mean_mm,com_z_rms_mm,r_roll_com_x,r_roll_com_y,r_roll_com_z,r_roll_pitch,r_roll_yaw
c6,2.0,1.31,0.5,14,1.84,270.0,105.0,16.0,10.0,1,0.0865,1445,70.957,101.406,1.124,2.832,0.9758,0.0242,0.0,-0.171,4.505,-1.319,5.532,29.212,32.374,19.17,7.64,149.51,149.55,-0.9989,-0.1414,0.0499,-0.0712,0.2805
c6,2.0,1.31,0.5,15,1.83,270.0,105.0,16.0,10.0,1,0.0824,1445,69.969,99.891,1.0718,2.928,0.9785,0.0215,0.0,-0.248,4.467,-1.148,5.62,34.304,35.364,19.03,8.16,149.48,149.52,-0.9988,0.0186,0.0234,-0.1814,0.3628
c6,2.0,1.31,0.5,16,1.96,240.0,105.0,16.0,10.0,1,0.0919,1445,80.649,119.141,1.1952,3.027,0.9488,0.0512,0.0,0.108,1.471,-3.216,5.522,32.174,37.548,6.41,6.71,150.71,150.73,-0.9951,-0.062,0.012,-0.6305,-0.1629
c6,2.0,1.31,0.5,17,1.81,280.0,105.0,16.0,10.0,1,0.0671,1445,68.754,96.935,0.8718,3.538,0.982,0.018,0.0,-0.254,4.448,-0.403,5.245,41.673,42.524,18.94,7.27,149.57,149.61,-0.9988,-0.0308,0.0546,-0.1262,0.2776
c6,2.0,1.31,0.5,18,1.52,260.0,125.0,12.0,10.0,1,0.0724,1445,69.649,97.168,0.9411,3.32,0.9848,0.0152,0.0,0.044,5.43,-1.824,4.954,15.475,18.078,23.42,8.5,152.77,152.82,-0.999,0.035,0.0029,-0.3184,0.3174
c6,2.0,1.31,0.5,19,1.91,250.0,105.0,16.0,10.0,1,0.0749,1445,75.823,110.978,0.9737,3.493,0.9578,0.0422,0.0,0.063,2.979,-2.735,5.441,47.236,48.275,12.79,6.26,150.28,150.3,-0.9982,0.0854,0.0017,-0.3565,0.2292
c6,2.0,1.31,0.5,20,1.53,270.0,125.0,12.0,10.0,1,0.075,1445,71.447,99.661,0.9744,3.289,0.9903,0.0097,0.0,0.207,6.967,-1.25,6.241,-12.019,19.995,29.81,13.58,151.16,151.23,-0.9991,-0.0311,-0.048,-0.152,0.3349
c6,2.0,1.31,0.7,1,1.88,240.0,115.0,16.0,10.0,1,0.0987,1445,92.084,136.994,1.2825,3.221,0.946,0.054,0.0,0.064,3.782,-3.533,5.859,29.966,32.43,16.3,7.62,151.42,151.45,-0.9986,0.0745,-0.0313,-0.353,0.4062
c6,2.0,1.31,0.7,2,1.21,220.0,85.0,20.0,10.0,1,0.1161,1445,27.101,32.412,1.5087,0.806,0.9474,0.0526,0.0,-0.293,3.878,-3.95,7.484,-9.377,12.834,16.55,9.59,146.14,146.14,-0.9977,0.1533,0.2856,-0.7687,0.1114
c6,2.0,1.31,0.7,3,1.23,220.0,85.0,20.0,10.0,1,0.1162,1445,27.25,32.757,1.511,0.809,0.9453,0.0547,0.0,-0.136,3.75,-3.752,7.439,-9.619,11.829,16.02,9.09,146.22,146.23,-0.9976,0.0268,0.2565,-0.7184,0.2429
c6,2.0,1.31,0.7,4,1.22,220.0,85.0,20.0,10.0,1,0.1064,1445,27.143,32.527,1.383,0.88,0.9453,0.0547,0.0,-0.617,3.823,-3.991,7.296,9.44,23.058,16.31,10.23,146.11,146.11,-0.9977,0.1864,0.4,-0.7959,0.0747
c6,2.0,1.31,0.7,5,1.9,250.0,115.0,16.0,10.0,1,0.1112,1445,95.202,142.387,1.4461,2.953,0.9585,0.0415,0.0,-0.062,5.273,-2.926,5.724,14.579,19.711,22.6,7.41,150.55,150.59,-0.999,0.222,-0.0172,-0.3216,0.4464
c6,2.0,1.31,0.7,6,1.89,260.0,115.0,16.0,10.0,1,0.0998,1445,94.367,141.024,1.297,3.264,0.964,0.036,0.0,-0.244,6.149,-2.092,5.399,23.314,26.448,26.23,7.08,149.97,150.02,-0.9991,0.1692,0.0173,-0.2489,0.5853
c6,2.0,1.31,0.7,7,1.24,220.0,85.0,20.0,10.0,1,0.0988,1445,27.472,33.018,1.2845,0.959,0.9426,0.0574,0.0,-0.634,3.694,-3.86,7.175,22.095,30.268,15.78,10.01,146.18,146.19,-0.9977,0.1193,0.4317,-0.7691,0.0003
c6,2.0,1.31,0.7,8,1.67,240.0,125.0,16.0,10.0,1,0.0777,1445,86.619,126.896,1.0105,3.845,0.9578,0.0422,0.0,0.13,3.085,-3.655,6.294,42.442,43.154,13.44,9.04,153.27,153.31,-0.9981,0.0847,-0.0337,-0.5004,0.1757
c6,2.0,1.31,0.7,9,1.66,240.0,125.0,16.0,10.0,1,0.09,1445,85.497,124.542,1.1696,3.279,0.9557,0.0443,0.0,0.029,2.974,-3.71,6.38,28.225,32.404,12.97,10.13,153.27,153.3,-0.9979,0.0014,-0.0216,-0.4703,0.0525
c6,2.0,1.31,0.7,10,1.9,260.0,115.0,16.0,10.0,1,-0.0005,1445,94.305,140.322,-0.0063,,0.9578,0.0422,0.0,0.131,1.09,-2.583,5.037,91.993,97.158,4.83,4.55,152.43,152.46,-0.9925,-0.3788,0.0396,-0.6689,-0.1077
c6,2.0,1.31,0.7,11,1.88,250.0,115.0,16.0,10.0,1,0.1021,1445,92.516,137.672,1.3267,3.128,0.9585,0.0415,0.0,0.038,5.081,-2.974,5.763,25.54,27.978,21.8,7.8,150.66,150.7,-0.999,0.179,-0.0224,-0.3118,0.5097
c6,2.0,1.31,0.7,12,1.35,230.0,85.0,16.0,10.0,1,0.0713,1445,28.922,34.945,0.9271,1.399,0.9377,0.0623,0.0,-0.166,3.016,-2.796,5.614,-34.851,39.256,12.92,5.49,147.48,147.49,-0.9972,-0.0163,0.1111,-0.7815,0.0353
c6,2.0,1.31,0.7,13,1.7,280.0,125.0,16.0,10.0,1,0.0754,1445,90.298,132.458,0.9807,4.13,0.9758,0.0242,0.0,-0.034,7.728,-1.122,6.627,40.46,43.008,32.91,11.84,149.91,150.0,-0.9992,0.1209,0.02,-0.1882,0.4352
c6,2.0,1.31,0.7,14,1.69,300.0,115.0,20.0,10.0,0,0.0504,727,38.568,54.631,0.3292,5.256,0.9821,0.0151,0.0028,-1.584,14.091,7.637,18.213,33.161,37.888,31.86,35.73,142.4,143.99,-0.7641,-0.2336,0.7585,-0.4775,-0.1707
c6,2.0,1.31,0.7,15,1.88,260.0,115.0,16.0,10.0,1,0.0959,1445,92.773,138.207,1.2462,3.34,0.9689,0.0311,0.0,-0.117,5.765,-2.306,5.739,26.822,30.879,24.64,8.15,150.18,150.23,-0.9991,0.1313,0.0084,-0.2422,0.4057
c6,2.0,1.31,0.7,16,1.68,300.0,115.0,20.0,10.0,1,0.0797,1445,74.365,104.473,1.0363,3.219,0.9834,0.0166,0.0,-0.267,6.67,1.755,7.272,30.903,32.594,28.16,12.17,148.56,148.62,-0.9991,-0.1122,0.1088,-0.0078,0.1763
c6,2.0,1.31,0.7,17,1.85,240.0,115.0,16.0,10.0,1,0.0826,1445,88.637,131.58,1.0734,3.704,0.9433,0.0567,0.0,0.098,1.264,-3.622,5.802,40.628,42.568,5.58,7.21,152.28,152.31,-0.9937,-0.4103,0.0004,-0.7468,-0.0614
c6,2.0,1.31,0.7,18,1.34,230.0,85.0,16.0,10.0,1,0.0783,1445,28.745,34.679,1.0173,1.267,0.9356,0.0644,0.0,-0.087,3.107,-2.838,5.844,-31.607,35.501,13.3,6.1,147.44,147.44,-0.9973,0.0473,0.0857,-0.7612,0.0771
c6,2.0,1.31,0.7,19,1.67,300.0,115.0,20.0,10.0,1,0.0862,1445,73.897,103.665,1.1207,2.958,0.9855,0.0145,0.0,0.209,6.109,2.373,8.297,-3.265,22.729,25.7,15.26,148.71,148.78,-0.9991,-0.2565,0.0072,0.1033,0.0638
c6,2.0,1.31,0.7,20,1.93,250.0,115.0,12.0,10.0,1,0.0639,1445,97.693,146.545,0.8306,5.276,0.9599,0.0401,0.0,0.133,1.207,-2.306,4.211,39.681,41.454,5.32,3.74,153.11,153.14,-0.993,-0.2295,-0.0262,-0.7283,-0.0902
