freq,hip_phi,leg_amp,hip_amp,hip_off,mu,v_net,fore_mean,fore_min,pct_behind,base_mm,pitch_p2p
1.34,310.0,75.0,24.0,20.0,0.5,0.0615,-6.4,-71.9,67.0,49.0,23.7
1.32,280.0,85.0,28.0,0.0,0.5,0.0615,0.1,-23.5,57.2,6.9,18.6
1.29,310.0,75.0,28.0,30.0,0.5,0.0615,-6.8,-67.4,62.0,48.1,33.3
1.36,270.0,75.0,24.0,40.0,0.5,0.0614,-3.6,-61.8,53.2,52.1,20.4
1.31,240.0,85.0,28.0,40.0,0.5,0.0614,-2.6,-60.0,49.1,53.4,17.8
1.27,270.0,75.0,28.0,30.0,0.5,0.0614,-5.3,-64.7,63.1,51.8,24.4
1.43,310.0,75.0,24.0,20.0,0.5,0.0614,-7.8,-71.8,71.2,44.5,24.3
1.43,300.0,75.0,24.0,10.0,0.5,0.0614,-6.4,-73.0,68.4,43.5,23.5
1.33,270.0,75.0,24.0,40.0,0.5,0.0613,-4.1,-61.8,53.8,52.0,19.7
1.28,280.0,85.0,28.0,10.0,0.5,0.0613,-1.4,-32.9,60.5,24.2,19.0
1.46,310.0,75.0,24.0,10.0,0.5,0.0613,-7.5,-72.6,67.5,42.3,23.4
1.34,280.0,75.0,32.0,40.0,0.5,0.0613,-5.8,-61.7,58.2,40.8,35.7
1.33,280.0,75.0,24.0,40.0,0.5,0.0613,-4.3,-61.8,53.6,50.2,20.6
1.33,290.0,75.0,28.0,30.0,0.5,0.0612,-6.5,-67.4,63.5,47.4,31.2
1.48,300.0,75.0,20.0,30.0,0.5,0.0612,-5.6,-61.5,59.2,44.7,21.9
1.47,300.0,75.0,20.0,20.0,0.5,0.0612,-5.6,-54.5,68.4,40.4,22.0
1.32,250.0,85.0,28.0,40.0,0.5,0.0612,-4.3,-59.7,54.2,54.3,20.2
1.31,250.0,75.0,28.0,30.0,0.5,0.0612,-3.4,-63.4,60.9,48.6,25.2
1.31,290.0,75.0,24.0,40.0,0.5,0.0612,-4.3,-62.2,55.3,52.5,25.5
1.41,300.0,75.0,28.0,10.0,0.5,0.0611,-9.1,-76.6,73.4,45.1,24.0
1.36,320.0,75.0,28.0,20.0,0.5,0.0611,-8.8,-69.2,70.7,47.5,27.6
1.46,300.0,75.0,20.0,20.0,0.5,0.0611,-5.5,-54.8,66.5,40.5,21.9
1.31,280.0,85.0,28.0,0.0,0.5,0.061,0.1,-20.1,57.4,5.5,18.1
1.29,280.0,85.0,24.0,40.0,0.5,0.061,-3.6,-61.7,56.8,54.6,23.0
1.27,290.0,75.0,28.0,30.0,0.5,0.061,-6.1,-68.2,62.4,44.4,30.3
1.32,320.0,85.0,32.0,10.0,0.5,0.061,-11.2,-77.6,71.3,44.4,31.6
1.29,290.0,85.0,28.0,0.0,0.5,0.061,-1.2,-23.4,62.7,8.6,18.6
1.32,310.0,85.0,20.0,30.0,0.5,0.061,-4.6,-50.5,58.6,46.7,26.1
1.39,320.0,75.0,32.0,20.0,0.5,0.0609,-10.7,-72.6,70.1,42.2,31.9
1.31,260.0,75.0,28.0,40.0,0.5,0.0609,-4.7,-61.4,56.0,50.2,23.0
1.41,300.0,75.0,20.0,30.0,0.5,0.0609,-5.0,-58.8,57.3,44.5,21.8
1.32,280.0,75.0,28.0,10.0,0.5,0.0609,-1.1,-35.5,60.0,22.6,16.2
1.32,330.0,85.0,32.0,20.0,0.5,0.0609,-10.8,-72.8,70.8,44.1,35.1
1.37,320.0,75.0,28.0,20.0,0.5,0.0608,-8.8,-69.2,70.3,47.9,27.3
1.31,330.0,85.0,32.0,20.0,0.5,0.0608,-10.4,-73.1,71.1,43.3,35.0
1.37,280.0,75.0,20.0,20.0,0.5,0.0608,-3.7,-53.2,65.4,49.0,18.6
1.49,310.0,75.0,20.0,30.0,0.5,0.0608,-5.4,-60.2,59.8,43.7,22.7
1.32,280.0,75.0,24.0,40.0,0.5,0.0608,-4.4,-61.9,54.2,51.8,20.8
1.31,320.0,85.0,28.0,10.0,0.5,0.0608,-9.1,-77.9,69.3,46.4,27.7
1.29,330.0,85.0,32.0,20.0,0.5,0.0607,-10.1,-72.8,71.6,46.1,34.6
1.28,280.0,85.0,28.0,0.0,0.5,0.0607,0.3,-19.1,56.7,6.4,17.8
1.46,300.0,75.0,20.0,30.0,0.5,0.0607,-5.3,-60.9,57.9,45.1,21.8
1.36,280.0,75.0,24.0,40.0,0.5,0.0607,-4.1,-61.6,53.2,50.2,20.9
1.28,280.0,85.0,20.0,20.0,0.5,0.0607,-3.3,-54.3,61.8,51.5,20.2
1.28,290.0,75.0,28.0,20.0,0.5,0.0607,-4.7,-68.6,63.9,45.6,28.1
1.44,300.0,75.0,20.0,20.0,0.5,0.0606,-5.3,-55.0,64.3,41.2,21.6
1.48,240.0,75.0,24.0,40.0,0.5,0.0606,-3.0,-61.1,49.7,49.1,16.3
1.26,290.0,75.0,32.0,30.0,0.5,0.0606,-6.8,-67.5,63.4,43.5,35.9
1.39,310.0,75.0,24.0,20.0,0.5,0.0606,-7.1,-64.7,71.9,46.4,24.0
1.31,290.0,75.0,24.0,20.0,0.5,0.0606,-5.1,-71.4,62.8,50.0,22.5
1.31,250.0,85.0,28.0,40.0,0.5,0.0605,-3.5,-60.4,53.0,54.1,20.0
1.32,290.0,75.0,20.0,30.0,0.5,0.0605,-3.9,-57.6,60.0,48.4,21.0
1.41,240.0,75.0,28.0,40.0,0.5,0.0605,-2.6,-64.4,45.6,36.2,29.2
1.48,240.0,75.0,32.0,40.0,0.5,0.0605,-6.2,-63.3,58.3,38.9,31.6
1.26,260.0,85.0,28.0,40.0,0.5,0.0605,-4.0,-60.3,58.8,55.0,22.0
1.27,280.0,75.0,28.0,30.0,0.5,0.0605,-5.3,-68.2,64.0,48.9,27.8
1.29,280.0,85.0,28.0,0.0,0.5,0.0604,0.2,-19.7,57.4,6.5,17.9
1.32,310.0,75.0,24.0,20.0,0.5,0.0604,-6.0,-71.9,63.5,50.5,23.5
1.49,310.0,75.0,20.0,20.0,0.5,0.0604,-6.0,-54.3,69.0,41.0,22.6
1.33,250.0,75.0,28.0,40.0,0.5,0.0604,-4.9,-60.6,58.8,50.9,21.3
1.44,310.0,75.0,32.0,10.0,0.5,0.0604,-12.4,-77.1,70.5,39.1,30.2
1.39,290.0,75.0,20.0,30.0,0.5,0.0604,-4.1,-60.9,59.2,46.8,21.0
1.38,310.0,75.0,24.0,20.0,0.5,0.0603,-6.8,-71.9,71.4,46.7,23.9
1.41,280.0,75.0,28.0,10.0,0.5,0.0603,-4.4,-76.6,67.6,41.9,23.2
1.47,300.0,75.0,20.0,30.0,0.5,0.0603,-5.1,-61.0,58.0,44.2,21.8
1.26,290.0,75.0,32.0,0.0,0.5,0.0603,-1.7,-23.8,59.8,4.6,15.1
1.29,280.0,75.0,28.0,20.0,0.5,0.0603,-3.8,-65.5,64.5,46.9,25.8
1.44,310.0,75.0,28.0,10.0,0.5,0.0603,-9.6,-77.5,69.4,44.4,25.8
1.43,320.0,75.0,28.0,20.0,0.5,0.0603,-10.5,-70.3,71.8,43.9,28.9
1.27,260.0,85.0,20.0,30.0,0.5,0.0603,-2.4,-47.8,52.1,50.0,18.5
1.43,300.0,75.0,20.0,20.0,0.5,0.0603,-5.4,-55.2,64.5,41.9,21.4
1.29,280.0,85.0,20.0,20.0,0.5,0.0603,-3.0,-54.0,61.3,51.3,20.2
1.37,280.0,75.0,24.0,40.0,0.5,0.0603,-4.4,-62.1,53.4,50.2,20.9
1.47,290.0,75.0,20.0,10.0,0.5,0.0602,-4.2,-46.0,66.0,43.4,19.1
1.48,310.0,75.0,20.0,30.0,0.5,0.0602,-5.7,-60.6,59.4,44.1,22.6
1.29,290.0,85.0,20.0,30.0,0.5,0.0602,-3.5,-39.8,60.5,50.5,23.7
1.31,280.0,75.0,20.0,40.0,0.5,0.0602,-2.8,-61.6,49.7,49.0,20.9
1.26,270.0,85.0,24.0,40.0,0.5,0.0602,-3.3,-61.6,53.7,52.6,21.8
1.49,280.0,75.0,16.0,50.0,0.5,0.0602,-2.3,-60.7,49.1,39.5,17.5
1.34,240.0,75.0,28.0,40.0,0.5,0.0601,-4.5,-60.3,55.6,49.7,20.0
1.26,290.0,75.0,28.0,30.0,0.5,0.0601,-6.3,-67.8,62.6,46.9,29.8
1.47,320.0,75.0,24.0,20.0,0.5,0.06,-8.4,-65.7,69.5,41.8,25.3
1.33,300.0,75.0,28.0,30.0,0.5,0.06,-6.8,-67.5,61.9,45.6,33.2
1.26,280.0,75.0,28.0,20.0,0.5,0.06,-4.0,-64.4,64.9,45.9,26.2
1.26,260.0,75.0,28.0,30.0,0.5,0.06,-4.5,-62.9,62.8,50.0,23.0
1.37,290.0,75.0,20.0,40.0,0.5,0.0599,-4.0,-55.8,54.7,50.1,20.7
1.34,250.0,75.0,28.0,40.0,0.5,0.0599,-4.7,-61.0,56.6,49.8,21.2
1.32,310.0,85.0,20.0,20.0,0.5,0.0599,-5.1,-65.4,63.3,46.4,24.7
1.26,300.0,75.0,32.0,20.0,0.5,0.0598,-7.8,-73.3,67.5,43.4,33.3
1.44,310.0,75.0,20.0,30.0,0.5,0.0598,-5.4,-60.1,56.2,44.3,22.4
1.32,290.0,85.0,24.0,40.0,0.5,0.0598,-4.6,-62.1,58.9,54.4,25.9
1.46,310.0,75.0,20.0,30.0,0.5,0.0598,-5.3,-60.1,56.8,44.7,22.5
1.26,280.0,85.0,28.0,10.0,0.5,0.0598,-1.3,-34.6,60.2,23.7,18.6
1.38,300.0,75.0,28.0,10.0,0.5,0.0598,-8.7,-76.9,73.6,46.3,23.9
1.27,280.0,85.0,20.0,30.0,0.5,0.0597,-3.4,-44.1,61.6,51.0,21.0
1.41,320.0,75.0,32.0,20.0,0.5,0.0597,-11.5,-72.3,70.1,40.8,33.4
1.28,330.0,85.0,32.0,20.0,0.5,0.0597,-10.2,-72.8,72.9,46.0,33.6
1.29,300.0,75.0,28.0,30.0,0.5,0.0597,-6.6,-67.6,63.3,47.0,30.7
1.26,280.0,75.0,28.0,30.0,0.5,0.0597,-5.5,-66.4,64.2,50.8,27.0
1.27,280.0,85.0,28.0,10.0,0.5,0.0597,-1.3,-60.1,60.2,24.6,19.8
1.31,310.0,75.0,24.0,20.0,0.5,0.0597,-6.0,-72.0,62.8,50.4,23.4
1.34,260.0,75.0,24.0,40.0,0.5,0.0597,-3.5,-61.4,52.0,51.8,18.7
1.37,250.0,75.0,24.0,40.0,0.5,0.0597,-2.9,-61.3,49.6,51.2,17.8
1.26,290.0,85.0,28.0,10.0,0.5,0.0596,-3.6,-73.5,69.8,37.1,26.8
1.26,280.0,85.0,20.0,30.0,0.5,0.0596,-3.5,-44.0,61.8,50.3,20.9
1.43,310.0,75.0,32.0,10.0,0.5,0.0596,-12.0,-77.9,70.4,41.1,29.9
1.46,290.0,75.0,20.0,10.0,0.5,0.0596,-4.2,-61.8,65.6,43.8,19.3
1.42,320.0,75.0,28.0,20.0,0.5,0.0596,-9.7,-71.5,71.3,45.1,29.5
1.47,310.0,75.0,20.0,30.0,0.5,0.0596,-5.7,-60.4,58.3,44.0,22.5
1.26,280.0,85.0,28.0,0.0,0.5,0.0596,0.1,-20.4,57.7,7.1,17.6
1.33,260.0,75.0,24.0,40.0,0.5,0.0596,-3.7,-61.8,52.2,53.0,18.8
1.38,250.0,75.0,24.0,40.0,0.5,0.0596,-3.4,-61.7,51.3,51.7,17.9
1.27,260.0,75.0,28.0,30.0,0.5,0.0595,-4.1,-64.9,62.6,50.3,23.3
1.31,310.0,85.0,20.0,30.0,0.5,0.0595,-5.0,-53.1,58.7,46.6,26.1
1.38,290.0,75.0,20.0,30.0,0.5,0.0595,-4.2,-60.9,58.4,47.5,20.9
1.41,310.0,75.0,24.0,20.0,0.5,0.0595,-7.7,-71.9,72.0,44.8,24.4
1.42,310.0,75.0,24.0,20.0,0.5,0.0595,-7.7,-71.9,71.1,44.4,24.4
1.32,260.0,75.0,24.0,40.0,0.5,0.0594,-3.4,-61.1,51.2,53.0,18.7
1.42,300.0,75.0,20.0,30.0,0.5,0.0594,-5.0,-59.3,59.1,44.1,22.2
1.41,300.0,75.0,24.0,10.0,0.5,0.0594,-6.3,-72.6,69.4,44.5,23.8
1.26,290.0,85.0,28.0,0.0,0.5,0.0593,-1.1,-26.7,61.9,10.4,18.4
1.26,290.0,75.0,28.0,20.0,0.5,0.0593,-4.9,-68.5,65.3,44.7,28.0
1.28,250.0,85.0,24.0,20.0,0.5,0.0593,-1.2,-51.1,56.9,52.5,17.5
1.27,280.0,85.0,28.0,0.0,0.5,0.0593,0.0,-20.0,57.6,7.2,17.7
1.29,310.0,85.0,20.0,30.0,0.5,0.0592,-4.5,-47.6,57.8,47.1,26.0
1.37,300.0,75.0,20.0,40.0,0.5,0.0592,-3.9,-61.3,53.7,50.0,21.7
1.28,280.0,85.0,24.0,40.0,0.5,0.0592,-4.0,-61.6,56.5,53.5,23.5
1.27,290.0,75.0,28.0,20.0,0.5,0.0592,-5.0,-68.8,64.1,45.0,28.4
1.43,280.0,75.0,28.0,10.0,0.5,0.0592,-5.6,-76.9,67.7,44.0,22.2
1.27,280.0,85.0,20.0,20.0,0.5,0.0591,-3.0,-54.3,60.1,51.2,20.1
1.43,300.0,75.0,20.0,30.0,0.5,0.0591,-5.2,-61.1,58.7,44.5,22.1
1.32,250.0,75.0,28.0,40.0,0.5,0.059,-4.5,-60.4,56.5,50.6,20.7
1.26,270.0,75.0,28.0,40.0,0.5,0.059,-4.7,-62.1,55.5,52.4,23.8
1.27,280.0,75.0,28.0,20.0,0.5,0.059,-3.9,-66.6,67.1,49.0,25.7
1.26,270.0,75.0,28.0,20.0,0.5,0.0589,-4.5,-70.0,64.5,48.8,23.1
1.26,270.0,75.0,28.0,30.0,0.5,0.0589,-4.9,-65.2,63.7,51.1,26.1
1.27,290.0,85.0,20.0,30.0,0.5,0.0589,-3.4,-58.5,58.3,50.3,23.7
1.44,310.0,75.0,24.0,10.0,0.5,0.0588,-7.6,-73.0,68.0,44.2,23.1
1.47,240.0,75.0,24.0,40.0,0.5,0.0588,-3.3,-61.6,50.3,48.9,17.0
1.26,280.0,75.0,28.0,10.0,0.5,0.0588,-1.3,-35.3,63.3,23.2,15.5
1.42,300.0,75.0,20.0,20.0,0.5,0.0588,-5.2,-55.0,66.2,41.9,21.3
1.43,310.0,75.0,28.0,10.0,0.5,0.0588,-9.6,-77.2,69.1,44.5,25.7
1.28,300.0,75.0,28.0,30.0,0.5,0.0587,-6.8,-68.1,63.1,46.8,30.3
1.31,280.0,75.0,24.0,40.0,0.5,0.0587,-4.3,-62.0,53.4,51.1,20.4
1.41,290.0,75.0,28.0,0.0,0.5,0.0586,-0.5,-16.3,61.6,5.5,16.3
1.27,260.0,75.0,28.0,40.0,0.5,0.0586,-4.9,-61.1,55.8,52.5,21.8
1.29,250.0,85.0,28.0,40.0,0.5,0.0586,-3.7,-59.6,53.1,54.3,19.9
1.39,300.0,75.0,32.0,10.0,0.5,0.0586,-10.6,-77.2,70.4,44.1,29.2
1.26,280.0,85.0,24.0,40.0,0.5,0.0586,-3.8,-61.6,56.7,52.6,25.5
1.34,300.0,75.0,20.0,40.0,0.5,0.0586,-3.2,-62.3,51.6,49.4,24.1
1.26,300.0,75.0,28.0,20.0,0.5,0.0586,-7.1,-71.0,67.5,50.9,25.2
1.41,250.0,75.0,32.0,10.0,0.5,0.0585,2.7,-34.9,54.5,4.6,18.1
1.48,310.0,75.0,20.0,20.0,0.5,0.0585,-6.2,-54.2,69.6,41.4,22.3
1.26,260.0,85.0,20.0,30.0,0.5,0.0585,-2.0,-47.8,51.3,49.7,18.5
1.31,310.0,85.0,20.0,20.0,0.5,0.0585,-5.0,-65.1,64.2,46.6,24.6
1.32,270.0,75.0,24.0,40.0,0.5,0.0585,-3.8,-61.7,54.0,52.5,20.2
1.36,290.0,75.0,32.0,10.0,0.5,0.0584,-9.6,-76.2,73.2,47.1,23.2
1.38,290.0,75.0,28.0,0.0,0.5,0.0584,-0.8,-21.5,62.1,6.5,16.2
1.36,290.0,75.0,20.0,40.0,0.5,0.0584,-3.9,-56.9,52.9,50.3,20.3
1.28,270.0,75.0,32.0,30.0,0.5,0.0584,-5.7,-67.8,59.3,41.3,34.3
1.49,330.0,75.0,32.0,10.0,0.5,0.0584,-12.9,-78.1,70.5,33.4,32.2
1.37,310.0,75.0,24.0,20.0,0.5,0.0584,-7.0,-72.0,71.1,47.2,23.7
1.27,240.0,85.0,28.0,40.0,0.5,0.0583,-3.1,-60.3,50.8,53.5,19.4
1.46,240.0,75.0,24.0,40.0,0.5,0.0583,-3.1,-61.2,49.3,49.3,16.9
1.31,290.0,75.0,20.0,30.0,0.5,0.0583,-4.0,-56.7,60.1,48.8,21.1
1.36,300.0,75.0,28.0,0.0,0.5,0.0583,-1.7,-41.9,63.4,11.0,16.6
1.36,310.0,75.0,24.0,20.0,0.5,0.0583,-6.6,-62.5,69.0,47.6,23.6
1.27,300.0,75.0,28.0,30.0,0.5,0.0582,-6.6,-67.6,62.2,46.8,31.4
1.29,250.0,75.0,28.0,40.0,0.5,0.0582,-4.1,-60.5,55.2,49.8,20.2
1.41,270.0,75.0,28.0,10.0,0.5,0.0582,0.2,-35.9,55.8,17.9,16.8
1.28,290.0,85.0,20.0,30.0,0.5,0.0582,-3.5,-39.1,59.4,50.5,23.4
1.36,240.0,75.0,28.0,40.0,0.5,0.0582,-2.8,-63.7,54.4,40.3,27.2
1.29,240.0,85.0,28.0,40.0,0.5,0.0582,-3.1,-60.3,49.8,53.5,18.0
1.29,300.0,85.0,20.0,30.0,0.5,0.0581,-4.2,-40.9,60.3,48.7,25.5
1.29,310.0,85.0,20.0,20.0,0.5,0.0581,-4.6,-65.0,62.7,47.4,24.6
1.41,320.0,75.0,28.0,20.0,0.5,0.0581,-9.9,-72.4,69.8,44.3,29.7
1.32,240.0,75.0,28.0,40.0,0.5,0.0581,-3.5,-60.6,59.1,48.4,21.9
1.31,250.0,75.0,28.0,40.0,0.5,0.0581,-4.5,-60.3,56.4,50.4,20.6
1.36,290.0,75.0,28.0,0.0,0.5,0.0581,-0.7,-22.0,62.7,7.1,16.1
1.37,300.0,75.0,28.0,0.0,0.5,0.058,-2.2,-42.6,64.5,13.3,16.9
1.27,280.0,85.0,24.0,40.0,0.5,0.058,-4.0,-61.7,56.9,53.8,24.4
1.27,280.0,75.0,32.0,0.0,0.5,0.0578,-0.7,-23.4,54.7,7.6,14.2
1.28,280.0,75.0,24.0,40.0,0.5,0.0578,-4.2,-61.5,53.4,51.8,21.7
1.28,280.0,75.0,28.0,10.0,0.5,0.0578,-1.2,-35.8,61.1,22.4,15.7
1.32,280.0,75.0,20.0,40.0,0.5,0.0578,-3.2,-53.7,55.5,50.8,19.3
1.33,290.0,75.0,28.0,0.0,0.5,0.0578,-0.9,-28.0,62.1,8.7,15.8
1.27,290.0,85.0,24.0,40.0,0.5,0.0577,-4.5,-62.3,58.8,53.3,27.1
1.28,240.0,85.0,28.0,40.0,0.5,0.0577,-2.9,-59.8,49.4,53.0,18.2
1.31,270.0,75.0,24.0,40.0,0.5,0.0577,-3.6,-61.5,53.7,51.8,20.0
1.48,330.0,75.0,32.0,10.0,0.5,0.0577,-13.0,-77.0,70.8,33.0,30.5
1.48,280.0,75.0,16.0,50.0,0.5,0.0577,-2.5,-60.8,49.5,40.0,17.5
1.37,290.0,75.0,32.0,10.0,0.5,0.0577,-10.4,-76.1,74.0,46.5,23.3
1.44,290.0,75.0,20.0,10.0,0.5,0.0577,-4.2,-50.6,67.8,42.7,19.0
1.28,250.0,75.0,28.0,40.0,0.5,0.0576,-4.1,-60.9,54.1,50.7,19.8
1.27,310.0,85.0,32.0,20.0,0.5,0.0576,-9.0,-73.0,66.0,44.9,36.8
1.32,300.0,85.0,24.0,10.0,0.5,0.0576,-5.1,-71.2,66.8,46.8,25.6
1.27,250.0,85.0,24.0,20.0,0.5,0.0575,-0.7,-50.5,57.2,52.5,17.4
1.42,310.0,75.0,32.0,10.0,0.5,0.0574,-11.8,-77.6,70.3,40.8,29.7
1.34,290.0,75.0,28.0,0.0,0.5,0.0574,-0.9,-22.0,62.9,7.6,15.8
1.28,250.0,85.0,28.0,40.0,0.5,0.0574,-3.5,-59.8,52.2,54.4,20.0
1.44,330.0,75.0,32.0,20.0,0.5,0.0573,-11.6,-73.0,67.8,38.3,34.2
1.39,290.0,75.0,28.0,0.0,0.5,0.0573,-0.8,-24.9,62.1,7.1,16.6
1.26,280.0,85.0,20.0,20.0,0.5,0.0572,-3.3,-54.5,58.7,51.7,20.1
1.36,300.0,75.0,20.0,40.0,0.5,0.0572,-4.0,-61.0,53.2,50.1,22.0
1.28,300.0,75.0,20.0,30.0,0.5,0.0572,-3.6,-45.0,53.4,48.3,21.8
1.31,270.0,85.0,28.0,10.0,0.5,0.0572,-0.1,-33.9,53.9,21.0,18.5
1.34,250.0,75.0,24.0,40.0,0.5,0.0572,-3.1,-61.8,50.3,51.8,17.5
1.42,310.0,75.0,28.0,10.0,0.5,0.0572,-9.7,-77.6,69.7,44.4,26.1
1.47,310.0,75.0,20.0,20.0,0.5,0.0571,-5.7,-54.4,69.9,40.8,22.4
1.29,260.0,75.0,24.0,40.0,0.5,0.0571,-3.3,-61.2,51.8,52.1,18.5
1.28,270.0,75.0,24.0,40.0,0.5,0.0571,-4.0,-61.7,53.5,51.5,20.7
1.33,240.0,75.0,28.0,40.0,0.5,0.057,-4.0,-60.5,60.2,47.7,23.2
1.31,300.0,75.0,28.0,30.0,0.5,0.057,-6.4,-67.4,63.5,47.0,31.8
1.26,290.0,85.0,20.0,30.0,0.5,0.0569,-3.3,-58.4,57.3,49.6,23.2
1.27,280.0,75.0,28.0,10.0,0.5,0.0569,-1.1,-33.4,61.2,22.8,15.9
1.31,260.0,75.0,24.0,40.0,0.5,0.0568,-3.2,-61.8,52.2,52.7,19.3
1.32,270.0,85.0,28.0,10.0,0.5,0.0568,0.0,-35.9,56.4,20.9,19.1
1.34,300.0,75.0,28.0,10.0,0.5,0.0568,-7.5,-74.9,69.3,47.7,23.5
1.31,240.0,75.0,28.0,40.0,0.5,0.0567,-4.3,-61.4,58.1,49.8,20.6
1.37,300.0,75.0,28.0,10.0,0.5,0.0567,-8.5,-76.5,72.2,46.4,24.4
1.32,290.0,75.0,28.0,0.0,0.5,0.0566,-1.1,-29.3,62.8,8.4,15.7
1.38,320.0,75.0,32.0,20.0,0.5,0.0566,-11.4,-70.3,71.5,42.8,30.9
1.37,300.0,75.0,32.0,10.0,0.5,0.0566,-10.1,-77.3,70.4,42.2,27.2
1.26,300.0,85.0,20.0,20.0,0.5,0.0564,-4.3,-49.7,66.0,48.1,23.4
1.41,310.0,75.0,28.0,10.0,0.5,0.0564,-10.1,-77.6,70.7,43.7,25.7
1.26,280.0,75.0,32.0,0.0,0.5,0.0564,-0.6,-22.9,54.1,8.0,14.1
1.29,280.0,75.0,24.0,40.0,0.5,0.0563,-3.9,-61.1,52.6,51.3,21.3
1.31,240.0,75.0,32.0,20.0,0.5,0.0563,-1.8,-70.8,59.9,34.6,18.4
1.33,250.0,75.0,24.0,40.0,0.5,0.0563,-3.0,-61.5,50.2,52.2,17.4
1.46,310.0,75.0,20.0,20.0,0.5,0.0563,-5.7,-54.3,71.6,40.3,22.6
1.26,250.0,75.0,28.0,40.0,0.5,0.0562,-4.0,-61.2,52.1,50.9,19.3
1.29,280.0,75.0,28.0,10.0,0.5,0.0562,-1.1,-35.4,60.4,22.0,15.7
1.46,270.0,75.0,16.0,50.0,0.5,0.0562,-1.4,-60.9,48.5,40.9,17.2
1.34,290.0,75.0,20.0,40.0,0.5,0.0562,-3.0,-54.7,55.2,50.0,20.6
1.28,310.0,85.0,20.0,30.0,0.5,0.0562,-4.4,-41.6,58.8,46.9,25.7
1.27,250.0,75.0,28.0,40.0,0.5,0.0561,-4.6,-61.1,53.7,51.4,19.9
1.26,250.0,85.0,28.0,40.0,0.5,0.056,-3.2,-59.8,52.0,54.1,20.2
1.28,310.0,85.0,20.0,20.0,0.5,0.056,-4.6,-65.5,63.0,47.5,24.4
1.31,320.0,85.0,32.0,10.0,0.5,0.0558,-10.9,-75.8,69.7,44.8,32.9
1.29,290.0,75.0,20.0,30.0,0.5,0.0558,-3.8,-58.3,59.1,48.9,20.7
1.29,240.0,75.0,28.0,40.0,0.5,0.0558,-3.7,-59.6,55.6,50.2,20.4
1.29,290.0,75.0,28.0,0.0,0.5,0.0557,-1.0,-19.4,62.4,8.1,15.0
1.41,310.0,75.0,32.0,10.0,0.5,0.0556,-11.8,-75.6,70.7,41.8,29.5
1.31,250.0,75.0,24.0,40.0,0.5,0.0556,-2.9,-61.7,49.6,52.2,17.3
1.28,290.0,75.0,28.0,0.0,0.5,0.0555,-0.8,-19.4,62.1,8.4,15.0
1.36,300.0,75.0,28.0,10.0,0.5,0.0554,-8.1,-72.8,71.5,46.4,23.0
1.43,330.0,75.0,32.0,20.0,0.5,0.0553,-12.0,-72.8,68.6,39.5,34.7
1.28,240.0,75.0,28.0,40.0,0.5,0.0553,-4.3,-61.0,53.7,50.6,18.2
1.49,280.0,75.0,20.0,50.0,0.5,0.0552,-3.0,-59.6,51.2,43.4,19.0
1.32,290.0,75.0,20.0,40.0,0.5,0.0552,-3.3,-56.0,52.7,50.6,20.4
1.27,250.0,85.0,28.0,40.0,0.5,0.0552,-3.5,-59.6,52.5,53.6,20.2
1.32,250.0,75.0,24.0,40.0,0.5,0.0552,-3.1,-61.7,50.6,51.3,17.4
1.47,280.0,75.0,16.0,50.0,0.5,0.0548,-2.2,-51.2,48.9,40.5,17.5
1.26,290.0,75.0,28.0,10.0,0.5,0.0547,-2.5,-36.7,68.9,33.6,15.6
1.46,280.0,75.0,20.0,50.0,0.5,0.0546,-3.1,-59.5,50.2,43.7,18.8
1.33,290.0,75.0,20.0,40.0,0.5,0.0546,-3.5,-56.3,54.6,51.1,20.3
1.28,280.0,75.0,28.0,0.0,0.5,0.0545,0.1,-17.4,56.8,6.4,14.8
1.37,290.0,75.0,28.0,0.0,0.5,0.0545,-0.7,-29.2,59.7,9.8,16.4
1.32,270.0,85.0,20.0,20.0,0.5,0.0544,-2.2,-37.8,55.8,50.3,19.5
1.38,240.0,75.0,28.0,40.0,0.5,0.0544,-2.7,-63.8,54.8,41.8,26.4
1.36,290.0,75.0,28.0,10.0,0.5,0.0544,-5.3,-76.2,69.1,42.3,23.2
1.28,260.0,75.0,24.0,40.0,0.5,0.0543,-3.6,-61.0,52.1,52.4,20.5
1.31,290.0,75.0,28.0,0.0,0.5,0.0543,-0.9,-27.8,61.9,8.7,15.6
1.29,270.0,75.0,24.0,40.0,0.5,0.0542,-3.8,-61.5,52.0,52.6,19.8
1.48,280.0,75.0,20.0,50.0,0.5,0.0542,-3.0,-59.1,50.6,43.4,18.9
1.27,240.0,75.0,28.0,40.0,0.5,0.0541,-3.7,-60.2,52.9,51.3,18.8
1.47,280.0,75.0,20.0,50.0,0.5,0.054,-3.1,-59.7,51.2,43.0,18.9
1.26,280.0,75.0,24.0,40.0,0.5,0.054,-4.3,-63.0,51.9,51.2,21.7
1.26,300.0,75.0,20.0,30.0,0.5,0.0539,-4.1,-44.8,52.5,48.7,22.2
1.28,290.0,75.0,20.0,30.0,0.5,0.0539,-3.3,-42.8,60.6,47.6,20.8
1.26,260.0,75.0,28.0,40.0,0.5,0.0539,-4.4,-61.0,55.5,52.2,21.3
1.27,310.0,85.0,20.0,20.0,0.5,0.0539,-4.6,-65.5,62.5,47.6,24.4
1.33,280.0,75.0,28.0,0.0,0.5,0.0539,0.2,-17.3,57.7,6.3,15.5
